label,source_path,text_length,reason
invoice,data\invoice\0000337141.tif,0,min_chars<5
invoice,data\invoice\0000337145.tif,0,min_chars<5
invoice,data\invoice\0000337282.tif,0,min_chars<5
invoice,data\invoice\0000337288.tif,0,min_chars<5
invoice,data\invoice\0000337292.tif,0,min_chars<5
invoice,data\invoice\0000338298.tif,0,min_chars<5
invoice,data\invoice\0000344878.tif,0,min_chars<5
invoice,data\invoice\0000344880.tif,0,min_chars<5
invoice,data\invoice\0000346320.tif,0,min_chars<5
invoice,data\invoice\0000346470.tif,0,min_chars<5
invoice,data\invoice\0000346475.tif,0,min_chars<5
invoice,data\invoice\0000346478.tif,0,min_chars<5
invoice,data\invoice\0000346479.tif,0,min_chars<5
invoice,data\invoice\0000346483.tif,0,min_chars<5
invoice,data\invoice\0000346488.tif,0,min_chars<5
invoice,data\invoice\0000346494.tif,0,min_chars<5
invoice,data\invoice\0000346505.tif,0,min_chars<5
invoice,data\invoice\0000346506.tif,0,min_chars<5
invoice,data\invoice\0000346508.tif,0,min_chars<5
invoice,data\invoice\0000346510.tif,0,min_chars<5
invoice,data\invoice\0000346512.tif,0,min_chars<5
invoice,data\invoice\0000346525.tif,0,min_chars<5
invoice,data\invoice\0000346551.tif,0,min_chars<5
invoice,data\invoice\0000375133.tif,0,min_chars<5
invoice,data\invoice\0000399534.tif,0,min_chars<5
invoice,data\invoice\0000399734.tif,0,min_chars<5
invoice,data\invoice\0000410533.tif,0,min_chars<5
invoice,data\invoice\0000410538.tif,0,min_chars<5
invoice,data\invoice\0000431049.tif,0,min_chars<5
invoice,data\invoice\0000431051.tif,0,min_chars<5
invoice,data\invoice\0000436890.tif,0,min_chars<5
invoice,data\invoice\0000437697.tif,0,min_chars<5
invoice,data\invoice\0000442736.tif,0,min_chars<5
invoice,data\invoice\0000442737.tif,0,min_chars<5
invoice,data\invoice\0000442749.tif,0,min_chars<5
invoice,data\invoice\0000442756.tif,0,min_chars<5
invoice,data\invoice\0000442760.tif,0,min_chars<5
invoice,data\invoice\0000442771.tif,0,min_chars<5
invoice,data\invoice\0000442781.tif,0,min_chars<5
invoice,data\invoice\0000442859.tif,0,min_chars<5
invoice,data\invoice\0000442863.tif,0,min_chars<5
invoice,data\invoice\0000442864.tif,0,min_chars<5
invoice,data\invoice\0000445663.tif,0,min_chars<5
invoice,data\invoice\0000476484.tif,0,min_chars<5
invoice,data\invoice\0000514354.tif,0,min_chars<5
invoice,data\invoice\0000515983.tif,0,min_chars<5
invoice,data\invoice\0000534268.tif,0,min_chars<5
invoice,data\invoice\0000534270.tif,0,min_chars<5
invoice,data\invoice\0000534271.tif,0,min_chars<5
invoice,data\invoice\0000534281.tif,0,min_chars<5
invoice,data\invoice\0000534288.tif,0,min_chars<5
invoice,data\invoice\0000534290.tif,0,min_chars<5
invoice,data\invoice\0000534292.tif,0,min_chars<5
invoice,data\invoice\0000534300.tif,0,min_chars<5
invoice,data\invoice\0000534301.tif,0,min_chars<5
invoice,data\invoice\0000534302.tif,0,min_chars<5
invoice,data\invoice\0000534306.tif,0,min_chars<5
invoice,data\invoice\0000534309.tif,0,min_chars<5
invoice,data\invoice\0000534313.tif,0,min_chars<5
invoice,data\invoice\0000534314.tif,0,min_chars<5
invoice,data\invoice\0000536550.tif,0,min_chars<5
invoice,data\invoice\0000536564.tif,0,min_chars<5
invoice,data\invoice\0000536567.tif,0,min_chars<5
invoice,data\invoice\0000536576.tif,0,min_chars<5
invoice,data\invoice\0000537560.tif,0,min_chars<5
invoice,data\invoice\0000537652.tif,0,min_chars<5
invoice,data\invoice\0000542603.tif,0,min_chars<5
invoice,data\invoice\0000542611.tif,0,min_chars<5
invoice,data\invoice\0000542612.tif,0,min_chars<5
invoice,data\invoice\0000542623.tif,0,min_chars<5
invoice,data\invoice\0000542628.tif,0,min_chars<5
invoice,data\invoice\0000547801.tif,0,min_chars<5
invoice,data\invoice\0000553289.tif,0,min_chars<5
invoice,data\invoice\0000582060.tif,0,min_chars<5
invoice,data\invoice\0000582061.tif,0,min_chars<5
invoice,data\invoice\0000582080.tif,0,min_chars<5
invoice,data\invoice\0000603853.tif,0,min_chars<5
invoice,data\invoice\0000638823.tif,0,min_chars<5
invoice,data\invoice\0000638825.tif,0,min_chars<5
invoice,data\invoice\0000638827.tif,0,min_chars<5
invoice,data\invoice\0000641785.tif,0,min_chars<5
invoice,data\invoice\0000641981.tif,0,min_chars<5
invoice,data\invoice\0000661778.tif,0,min_chars<5
invoice,data\invoice\0000661780.tif,0,min_chars<5
invoice,data\invoice\0000667854.tif,0,min_chars<5
invoice,data\invoice\0000667860.tif,0,min_chars<5
invoice,data\invoice\0000697161.tif,0,min_chars<5
invoice,data\invoice\0000705901.tif,0,min_chars<5
invoice,data\invoice\0000729993.tif,0,min_chars<5
invoice,data\invoice\0000797761.tif,0,min_chars<5
invoice,data\invoice\0000877857.tif,0,min_chars<5
invoice,data\invoice\0000881056.tif,0,min_chars<5
invoice,data\invoice\0000881113.tif,0,min_chars<5
invoice,data\invoice\0000884110.tif,0,min_chars<5
invoice,data\invoice\0000895894.tif,0,min_chars<5
invoice,data\invoice\0000915476.tif,0,min_chars<5
invoice,data\invoice\0000940055.tif,0,min_chars<5
invoice,data\invoice\0000943107.tif,0,min_chars<5
invoice,data\invoice\0000943108.tif,0,min_chars<5
invoice,data\invoice\0000943112.tif,0,min_chars<5
invoice,data\invoice\0000943485.tif,0,min_chars<5
invoice,data\invoice\0000943492.tif,0,min_chars<5
invoice,data\invoice\0000968012.tif,0,min_chars<5
invoice,data\invoice\0000968029.tif,0,min_chars<5
invoice,data\invoice\0000968030.tif,0,min_chars<5
invoice,data\invoice\0000978448.tif,0,min_chars<5
invoice,data\invoice\0000990583.tif,0,min_chars<5
invoice,data\invoice\0000993662.tif,0,min_chars<5
invoice,data\invoice\0000998150.tif,0,min_chars<5
invoice,data\invoice\0001034040.tif,0,min_chars<5
invoice,data\invoice\0001034042.tif,0,min_chars<5
invoice,data\invoice\0001034043.tif,0,min_chars<5
invoice,data\invoice\0001068812.tif,0,min_chars<5
invoice,data\invoice\0001135433.tif,0,min_chars<5
invoice,data\invoice\0001135435.tif,0,min_chars<5
invoice,data\invoice\0001135436.tif,0,min_chars<5
invoice,data\invoice\0001135440.tif,0,min_chars<5
invoice,data\invoice\0001135450.tif,0,min_chars<5
invoice,data\invoice\0001136386.tif,0,min_chars<5
invoice,data\invoice\0001136387.tif,0,min_chars<5
invoice,data\invoice\0001136393.tif,0,min_chars<5
invoice,data\invoice\0001136396.tif,0,min_chars<5
invoice,data\invoice\0001136403.tif,0,min_chars<5
invoice,data\invoice\0001136404.tif,0,min_chars<5
invoice,data\invoice\0001136408.tif,0,min_chars<5
invoice,data\invoice\0001136409.tif,0,min_chars<5
invoice,data\invoice\0001136411.tif,0,min_chars<5
invoice,data\invoice\0001136412.tif,0,min_chars<5
invoice,data\invoice\0001136415.tif,0,min_chars<5
invoice,data\invoice\0001136416.tif,0,min_chars<5
invoice,data\invoice\0001136419.tif,0,min_chars<5
invoice,data\invoice\0001136422.tif,0,min_chars<5
invoice,data\invoice\0001136424.tif,0,min_chars<5
invoice,data\invoice\0001136426.tif,0,min_chars<5
invoice,data\invoice\0001136437.tif,0,min_chars<5
invoice,data\invoice\0001136441.tif,0,min_chars<5
invoice,data\invoice\0001136442.tif,0,min_chars<5
invoice,data\invoice\0001136451.tif,0,min_chars<5
invoice,data\invoice\0001136453.tif,0,min_chars<5
invoice,data\invoice\0001136454.tif,0,min_chars<5
invoice,data\invoice\0001136458.tif,0,min_chars<5
invoice,data\invoice\0001136459.tif,0,min_chars<5
invoice,data\invoice\0001136462.tif,0,min_chars<5
invoice,data\invoice\0001136463.tif,0,min_chars<5
invoice,data\invoice\0001136464.tif,0,min_chars<5
invoice,data\invoice\0001136467.tif,0,min_chars<5
invoice,data\invoice\0001136470.tif,0,min_chars<5
invoice,data\invoice\0001136475.tif,0,min_chars<5
invoice,data\invoice\0001136479.tif,0,min_chars<5
invoice,data\invoice\0001136480.tif,0,min_chars<5
invoice,data\invoice\0001136482.tif,0,min_chars<5
invoice,data\invoice\0001136483.tif,0,min_chars<5
invoice,data\invoice\0001136487.tif,0,min_chars<5
invoice,data\invoice\0001136491.tif,0,min_chars<5
invoice,data\invoice\0001136493.tif,0,min_chars<5
invoice,data\invoice\0001136495.tif,0,min_chars<5
invoice,data\invoice\0001136502.tif,0,min_chars<5
invoice,data\invoice\0001136503.tif,0,min_chars<5
invoice,data\invoice\0001136506.tif,0,min_chars<5
invoice,data\invoice\0001136507.tif,0,min_chars<5
invoice,data\invoice\0001136515.tif,0,min_chars<5
invoice,data\invoice\0001136519.tif,0,min_chars<5
invoice,data\invoice\0001136521.tif,0,min_chars<5
invoice,data\invoice\0001136522.tif,0,min_chars<5
invoice,data\invoice\0001136523.tif,0,min_chars<5
invoice,data\invoice\0001136524.tif,0,min_chars<5
invoice,data\invoice\0001136528.tif,0,min_chars<5
invoice,data\invoice\0001136531.tif,0,min_chars<5
invoice,data\invoice\0001136532.tif,0,min_chars<5
invoice,data\invoice\0001136537.tif,0,min_chars<5
invoice,data\invoice\0001136544.tif,0,min_chars<5
invoice,data\invoice\0001136547.tif,0,min_chars<5
invoice,data\invoice\0001136554.tif,0,min_chars<5
invoice,data\invoice\0001136555.tif,0,min_chars<5
invoice,data\invoice\0001136559.tif,0,min_chars<5
invoice,data\invoice\0001136560.tif,0,min_chars<5
invoice,data\invoice\0001136562.tif,0,min_chars<5
invoice,data\invoice\0001136564.tif,0,min_chars<5
invoice,data\invoice\0001136566.tif,0,min_chars<5
invoice,data\invoice\0001136568.tif,0,min_chars<5
invoice,data\invoice\0001136569.tif,0,min_chars<5
invoice,data\invoice\0001136573.tif,0,min_chars<5
invoice,data\invoice\0001136575.tif,0,min_chars<5
invoice,data\invoice\0001136577.tif,0,min_chars<5
invoice,data\invoice\0001136578.tif,0,min_chars<5
invoice,data\invoice\0001136582.tif,0,min_chars<5
invoice,data\invoice\0001136583.tif,0,min_chars<5
invoice,data\invoice\0001136584.tif,0,min_chars<5
invoice,data\invoice\0001136594.tif,0,min_chars<5
invoice,data\invoice\0001136600.tif,0,min_chars<5
invoice,data\invoice\0001136604.tif,0,min_chars<5
invoice,data\invoice\0001136607.tif,0,min_chars<5
invoice,data\invoice\0001136608.tif,0,min_chars<5
invoice,data\invoice\0001136623.tif,0,min_chars<5
invoice,data\invoice\0001136624.tif,0,min_chars<5
invoice,data\invoice\0001136625.tif,0,min_chars<5
invoice,data\invoice\0001136628.tif,0,min_chars<5
invoice,data\invoice\0001136629.tif,0,min_chars<5
invoice,data\invoice\0001136630.tif,0,min_chars<5
invoice,data\invoice\0001136632.tif,0,min_chars<5
invoice,data\invoice\0001136640.tif,0,min_chars<5
invoice,data\invoice\0001136652.tif,0,min_chars<5
invoice,data\invoice\0001136655.tif,0,min_chars<5
invoice,data\invoice\0001136656.tif,0,min_chars<5
invoice,data\invoice\0001136666.tif,0,min_chars<5
invoice,data\invoice\0001136670.tif,0,min_chars<5
invoice,data\invoice\0001136673.tif,0,min_chars<5
invoice,data\invoice\0001136679.tif,0,min_chars<5
invoice,data\invoice\0001136680.tif,0,min_chars<5
invoice,data\invoice\0001136686.tif,0,min_chars<5
invoice,data\invoice\0001136689.tif,0,min_chars<5
invoice,data\invoice\0001136691.tif,0,min_chars<5
invoice,data\invoice\0001136692.tif,0,min_chars<5
invoice,data\invoice\0001136695.tif,0,min_chars<5
invoice,data\invoice\0001136703.tif,0,min_chars<5
invoice,data\invoice\0001136705.tif,0,min_chars<5
invoice,data\invoice\0001136714.tif,0,min_chars<5
invoice,data\invoice\0001136715.tif,0,min_chars<5
invoice,data\invoice\0001136717.tif,0,min_chars<5
invoice,data\invoice\0001136732.tif,0,min_chars<5
invoice,data\invoice\0001136738.tif,0,min_chars<5
invoice,data\invoice\0001136739.tif,0,min_chars<5
invoice,data\invoice\0001136742.tif,0,min_chars<5
invoice,data\invoice\0001136748.tif,0,min_chars<5
invoice,data\invoice\0001136749.tif,0,min_chars<5
invoice,data\invoice\0001136754.tif,0,min_chars<5
invoice,data\invoice\0001136757.tif,0,min_chars<5
invoice,data\invoice\0001136762.tif,0,min_chars<5
invoice,data\invoice\0001136768.tif,0,min_chars<5
invoice,data\invoice\0001136774.tif,0,min_chars<5
invoice,data\invoice\0001136781.tif,0,min_chars<5
invoice,data\invoice\0001136782.tif,0,min_chars<5
invoice,data\invoice\0001136794.tif,0,min_chars<5
invoice,data\invoice\0001136796.tif,0,min_chars<5
invoice,data\invoice\0001136801.tif,0,min_chars<5
invoice,data\invoice\0001136803.tif,0,min_chars<5
invoice,data\invoice\0001136812.tif,0,min_chars<5
invoice,data\invoice\0001137740.tif,0,min_chars<5
invoice,data\invoice\0001139575.tif,0,min_chars<5
invoice,data\invoice\0001139576.tif,0,min_chars<5
invoice,data\invoice\0001139579.tif,0,min_chars<5
invoice,data\invoice\0001139581.tif,0,min_chars<5
invoice,data\invoice\0001139582.tif,0,min_chars<5
invoice,data\invoice\0001139584.tif,0,min_chars<5
invoice,data\invoice\0001139593.tif,0,min_chars<5
invoice,data\invoice\0001139598.tif,0,min_chars<5
invoice,data\invoice\0001139599.tif,0,min_chars<5
invoice,data\invoice\0001139601.tif,0,min_chars<5
invoice,data\invoice\0001139606.tif,0,min_chars<5
invoice,data\invoice\0001139612.tif,0,min_chars<5
invoice,data\invoice\0001139624.tif,0,min_chars<5
invoice,data\invoice\0001139626.tif,0,min_chars<5
invoice,data\invoice\0001139627.tif,0,min_chars<5
invoice,data\invoice\0001139635.tif,0,min_chars<5
invoice,data\invoice\0001139636.tif,0,min_chars<5
invoice,data\invoice\0001139638.tif,0,min_chars<5
invoice,data\invoice\0001139641.tif,0,min_chars<5
invoice,data\invoice\0001139642.tif,0,min_chars<5
invoice,data\invoice\0001139643.tif,0,min_chars<5
invoice,data\invoice\0001139645.tif,0,min_chars<5
invoice,data\invoice\0001139646.tif,0,min_chars<5
invoice,data\invoice\0001139648.tif,0,min_chars<5
invoice,data\invoice\0001139649.tif,0,min_chars<5
invoice,data\invoice\0001139651.tif,0,min_chars<5
invoice,data\invoice\0001139657.tif,0,min_chars<5
invoice,data\invoice\0001139658.tif,0,min_chars<5
invoice,data\invoice\0001139661.tif,0,min_chars<5
invoice,data\invoice\0001139662.tif,0,min_chars<5
invoice,data\invoice\0001139663.tif,0,min_chars<5
invoice,data\invoice\0001139667.tif,0,min_chars<5
invoice,data\invoice\0001139669.tif,0,min_chars<5
invoice,data\invoice\0001139670.tif,0,min_chars<5
invoice,data\invoice\0001139679.tif,0,min_chars<5
invoice,data\invoice\0001139681.tif,0,min_chars<5
